اسم المنتج,الوصف القصير,الوصف الكامل,السعر,العملة,الكمية,الصورة,التصنيف,الحالة,المتغر,الباركود,الوزن
"باذنجان اسود بلاك بيوتي هندي ( هجين ) 50 جم ","يوفر لكم متجر تاج الزراعية بذور باذنجان اسود طويل بسعر خيالي يفوق التوقعات، فبادروا بطلبها الآن ولا ","يوفر لكم متجر تاج الزراعية بذور باذنجان اسود طويل بسعر خيالي يفوق التوقعات، فبادروا بطلبها الآن ولا تترددوا. تحمل بذور الباذنجان الهندية مواصفات وخصائص مختلفة تجعلها أفضل من أي نوع آخر من البذور على ا",30.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/5b564ce6-7fb0-4752-a9a7-a1b585183cc0-thumbnail-1000x1000-70.jpg","",1,"","6285402349382",""
"جروجرين 0-45-45 +ع.ص","جروجرين 0-45-45+ع.ص  تركيبة مميزة من العناصر الغذائية ذات محتوى مرتفع من الفسفور والبوتسيوم تستخدم م","جروجرين 0-45-45+ع.ص  تركيبة مميزة من العناصر الغذائية ذات محتوى مرتفع من الفسفور والبوتسيوم تستخدم مع ماء الري او الرش الورقي وتعمل على الوقاية والعلاج من أعراض نقص عنصر الفسفور والبوتسيوم وهام جدا في",425.50,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/c2a643c9-e067-4039-8e86-a8c0d98d441e-thumbnail-1000x1000.png","",1,"","6285402335309",""
"مجموعة البذور الهجين","يوفر لكم متجر تاج الزراعية باكدج البذور الهجين بسعر خيالي فبادروا على الفور باقتنائه واستمتعوا بأحد ","يوفر لكم متجر تاج الزراعية باكدج البذور الهجين بسعر خيالي فبادروا على الفور باقتنائه واستمتعوا بأحد أفضل عروض شركة تاج الزراعية، حيث يضم الباكدج أربعة منتجات من أجود وأفضل منتجات البذور لدينا",190.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/8a6b1263-36de-4ef5-a961-d22d8fae24fb-thumbnail-1000x1000.png","",1,"","Taj.4.2024",""
"بذور شمندر ","إليكم أفضل نوع من بذور شمندر على الإطلاق نوفره لحضراتكم بسعر يفوق التوقعات في تاج الزراعية، وهي تُعد","إليكم أفضل نوع من بذور شمندر على الإطلاق نوفره لحضراتكم بسعر يفوق التوقعات في تاج الزراعية، وهي تُعد خيارًا مثالياً للزراعة في الحدائق المنزلية والحقول الزراعية",5.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/ed96dc21-3c76-458c-aa23-6f76aa1898f3-thumbnail-1000x1000-70.jpg","",1,"","Z.68552.1727787032702097",""
"بذور سبانخ 5 جرام","تتميز السبانخ بقيمتها الغذائية العالية فهي تحتوي على كميات كبيرة من العناصر الغذائية والفيتامينات","تتميز السبانخ بقيمتها الغذائية العالية فهي تحتوي على كميات كبيرة من العناصر الغذائية والفيتامينات",5.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/85de835b-3293-4afd-b9b7-352c6a4a2041-thumbnail-1000x1000-70.webp","",1,"","Z.68552.17277851083083532",""
"شتلات فراولة صنف فيستفال (10 حبات مركن قطر 9 سم )","إن كنت من عشاق تناول الفراولة فاحصل الآن على شتلات فراولة مميزة من متجر تاج الزراعية أفضل متجر متخصص","إن كنت من عشاق تناول الفراولة فاحصل الآن على شتلات فراولة مميزة من متجر تاج الزراعية أفضل متجر متخصص في بيع جميع أنواع بذور النباتات على الإطلاق",50.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/bb4a4370-5eab-4ffa-87f6-f29c779829f8-thumbnail-1000x1000-70.jpg","",1,"","Z.68552.17275978594229276",""
"بيست سيلر (ألفا سايبرمثرين 10%) 5 لتر","تتعدد استخدامات مبيد ألفا سايبرمثرين 10 لكنه رائع للزراعة، حيث يقوم بمكافحة الحشرات الماضغة والماصة ","تتعدد استخدامات مبيد ألفا سايبرمثرين 10 لكنه رائع للزراعة، حيث يقوم بمكافحة الحشرات الماضغة والماصة في المحاصيل الزراعية المختلفة",180.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/d18c86c5-1456-466f-9f0d-ec500054224d-thumbnail-1000x1000-70.jpg","",1,"","6285402339697",""
"داب معادن","إن كنت ممن يبحثون عن سماد داب معادن فتأكد من أنه متوفر لدينا في تاج الزراعية بسعر خيالي ليس له منافس","إن كنت ممن يبحثون عن سماد داب معادن فتأكد من أنه متوفر لدينا في تاج الزراعية بسعر خيالي ليس له منافس على الإطلاق",189.75,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/9b5dba33-6745-4e02-a3f9-bf62a2b45410-thumbnail-1000x1000-70.webp","",1,"","6285402336658",""
"كريلا هجين هندي تاج 50 جرام","إليكم أفضل بذور خضار كريلا على الإطلاق، فنحن نوفرها لحضراتكم في تاج الزراعية بسعر يفوق التوقعات، كما","إليكم أفضل بذور خضار كريلا على الإطلاق، فنحن نوفرها لحضراتكم في تاج الزراعية بسعر يفوق التوقعات، كما أنها أفضل خيار للزراعة في الحقول الزراعية والحدائق المنزلية",57.50,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/1bd69b5a-dd0a-4db7-8e7b-ed3fbd484c8c-thumbnail-1000x1000-70.jpg","",1,"","6285402337860",""
"باذنجان طويل ابيض هجين F1 هندي 50جم","هل ترغب في تحسين إنتاج زرعك؟ بذور باذنجان هجين هي الخيار الأفضل لك من خلال متجرنا تاج الزراعية، حيث ","هل ترغب في تحسين إنتاج زرعك؟ بذور باذنجان هجين هي الخيار الأفضل لك من خلال متجرنا تاج الزراعية، حيث تم تطوير هذه البذور باستخدام تقنيات متقدمة لضمان إنتاجية عالية ونمو صحي",28.75,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/ab125152-8fbf-4d88-957e-32c1a69e9977-thumbnail-1000x1000-70.jpg","",1,"","6285402349375",""
"طماطم هجين F1 هندي 50 جم (15000) بذره","إذا كنت تريد تحسين جودة محصولك الزراعي فينبغي عليك استخدام بذور طماطم هجين وذلك لأنها تتكيف مع مختلف","إذا كنت تريد تحسين جودة محصولك الزراعي فينبغي عليك استخدام بذور طماطم هجين وذلك لأنها تتكيف مع مختلف الظروف المناخية، مما يضمن لك محصولًا وفيرًا على مدار السنة",92.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/3f297f44-9aa5-44f9-8246-5a1f4eff21cf-thumbnail-1000x1000-70.jpg","",1,"","6285402349467",""
"سبانخ هجين سوبر 7 دان 500 جرام","يعد بذر سبانخ الخيار المثالي لكل مزارع يسعى إلى الحصول على محصول وفير وصحي، ويقدم أيضا إنتاجية استثن","يعد بذر سبانخ الخيار المثالي لكل مزارع يسعى إلى الحصول على محصول وفير وصحي، ويقدم أيضا إنتاجية استثنائية لك حيث تتكيف مع مختلف الظروف المناخية، مما يجعله مثالية للزراعة على مدار العام",75.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/be475403-db5e-4f42-8b4f-c86e0da11e7e-thumbnail-1000x1000-70.jpg","",1,"","628540234612",""
"شتلات فراولة فستفال 50 شتله","تعتبر شتلات فراوله فستفال فرصة ذهبية لزراعة محصول فاخر ومثمر، ويعد هذا الصنف الشتوي مثاليًا للإنتاج ","تعتبر شتلات فراوله فستفال فرصة ذهبية لزراعة محصول فاخر ومثمر، ويعد هذا الصنف الشتوي مثاليًا للإنتاج في المواسم الباردة، حيث يتميز بجودة عالية ونمو سريع",172.50,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/504ec888-3d37-4daf-b2a0-23fa0ab93c24-thumbnail-1000x1000-70.jpg","",1,"","Z.68552.17265691435647514",""
" قرع اخضر هجين هندي تاج 50 جرام","تتوفر بذور قرع اخضر بمتجرنا تاج الزراعية والذي يعد من أفضل المتاجر التي تقدم مستلزمات الزراعة بأكمله","تتوفر بذور قرع اخضر بمتجرنا تاج الزراعية والذي يعد من أفضل المتاجر التي تقدم مستلزمات الزراعة بأكملها وبأسعار مميزة، حيث لدينا أكثر من 8 فروع في المملكة العربية السعودية مما يجعلنا الاختيار الأمثل دوم",46.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/44456d8b-06e9-4eba-b399-f9d0fa05eb9d-thumbnail-1000x1000-70.jpg","",1,"","6285402337808",""
"ذرة سكرية F1 هندي 1 كجم","تتوفر بذور ذرة سكري في متجرنا تاج الزراعية وهو أفضل متجر في المملكة العربية السعودية متخصص في بيع جم","تتوفر بذور ذرة سكري في متجرنا تاج الزراعية وهو أفضل متجر في المملكة العربية السعودية متخصص في بيع جميع احتياجات الزراعة بجودة عالية وأسعار مناسبة للجميع مما يجعله الأفضل دومًا بلا منازع",160.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/28dcbf5b-3722-4b9e-87a7-36cbdc243f87-thumbnail-1000x1000-70.jpg","",1,"","6285402349405",""
"ذرة سكرية F1 هندي 50 جم","إليكم أفضل أنواع البذور في تاج الزراعية وهي بذور ذره هندي التي تمتلك خصائص فريدة تميزها عن باقي الأن","إليكم أفضل أنواع البذور في تاج الزراعية وهي بذور ذره هندي التي تمتلك خصائص فريدة تميزها عن باقي الأنواع، نوفرها لكم بسعر رائع يفوق توقعاتكم",17.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/a421a27a-8727-4f60-a499-89fabdc28485-thumbnail-1000x1000-70.webp","",1,"","6285402349412",""
"سايبرسل مبيد البعوض والصراصير 250 مللي","احصل الآن على مبيد البعوض والصراصير الأفضل والأقوى على الإطلاق من تاج الزراعية، وهو عبارة عن سائل يت","احصل الآن على مبيد البعوض والصراصير الأفضل والأقوى على الإطلاق من تاج الزراعية، وهو عبارة عن سائل يتم تخفيفه بنسب معينة، ويساعدك في التخلص الفوري والقضاء على الذباب والبعوض والآفات الزراعية. مواصفات م",11.50,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/04e6f75e-3395-4071-a57f-524fe17ccb75-thumbnail-1000x1000-70.webp","",1,"","6285402345681",""
"جايد مبيد حشري كيلو استامبريد 20% اس بي ","تصاب أوراق النباتات بالعديد من الحشرات التي تؤثر على حجم الإنتاج وجودته، ولكن مع جايد مبيد حشري جهاز","تصاب أوراق النباتات بالعديد من الحشرات التي تؤثر على حجم الإنتاج وجودته، ولكن مع جايد مبيد حشري جهازي المقدم من تاج الزراعية يمكنك القضاء على كافة الحشرات داخل الورقة أو بالملامسة. مواصفات جايد مبيد ح",92.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/400a2182-69a9-4fee-94b9-2ee961ce45e7-thumbnail-1000x1000-70.jpg","",1,"","6285402346725",""
"جايد مبيد حشري جهازي 500 جرام","تصاب أوراق النباتات بالعديد من الحشرات التي تؤثر على حجم الإنتاج وجودته، ولكن مع جايد مبيد حشري جهاز","تصاب أوراق النباتات بالعديد من الحشرات التي تؤثر على حجم الإنتاج وجودته، ولكن مع جايد مبيد حشري جهازي المقدم من تاج الزراعية يمكنك القضاء على كافة الحشرات داخل الورقة أو بالملامسة. مواصفات جايد مبيد ح",51.75,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/d249b55d-5f08-47c1-b584-593736691d66-thumbnail-1000x1000-70.jpg","",1,"","6285402346718",""
"ادفانتج 15% أس سي 500 مللي","الخصائص : مبيد حشري يعمل عن طريق الملامسة و الجهاز الهضمي لمكافحة حشرات حرشفية الأجنحة المادة الفعال","الخصائص : مبيد حشري يعمل عن طريق الملامسة و الجهاز الهضمي لمكافحة حشرات حرشفية الأجنحة المادة الفعالة : اندوكساكارب 15% مميزات : يتناسب مع برنامج المكافحة المتكاملة IPM نظرا لسلامته على الحشرات النافع",130.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/a98724d8-e216-4de7-b122-58574bb180fd-thumbnail-1000x1000-70.webp","",1,"","3000070",""
"مجموعة محسنات التربة والنبات 2","كج التوفير من تاج الزراعية هي عبارة عن مجموعة محسنات التربة والنبات 2 التي تمنحك منتجات متنوعة من مح","كج التوفير من تاج الزراعية هي عبارة عن مجموعة محسنات التربة والنبات 2 التي تمنحك منتجات متنوعة من محسنات التربة، ومقوي للنبات وتحفيز عملية النمو",247.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/3c643771-db27-461f-b495-b928bfb5691d-thumbnail-1000x1000.png","",1,"","T.6.2024",""
"مجموعة محسنات التربة والنبات","مجموعة محسنات التربة والنبات هي عبارة عن بكج متكامل بسعر مميز من تاج الزراعية، تستطيع العناية بالترب","مجموعة محسنات التربة والنبات هي عبارة عن بكج متكامل بسعر مميز من تاج الزراعية، تستطيع العناية بالتربة والنبات من خلال أفضل 6 منتجات والتي تتنوع ما بين مقويات التربة والجذور ومنتجات حماية أوراق النبات ",280.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/2c2506cc-32b5-4bd9-b5bf-50834f54c138-thumbnail-1000x1000.png","",1,"","T.5.2024",""
"جروجرين جل 16 عبوة","تركيبة جل تامة الذوبان في الماء تحتوي على عناصر صغري مخلبة بواسطة الجليسين, يساعد الجليسين على امتصا","تركيبة جل تامة الذوبان في الماء تحتوي على عناصر صغري مخلبة بواسطة الجليسين, يساعد الجليسين على امتصاص العناصر الصغرى بصورة افضل واسرع",64.40,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/0950f2a9-e5ee-44af-9685-7dc4b4b531fb-thumbnail-1000x1000-70.jpg","",1,"","6285402347975",""
"من اكياس تشتيل 12×24","أكياس التشتيل بحجم 25 كيلوغرام هي أكياس خاصة تُستخدم في عملية التشتيل للنباتات. تُستخدم هذه الأكياس ","أكياس التشتيل بحجم 25 كيلوغرام هي أكياس خاصة تُستخدم في عملية التشتيل للنباتات. تُستخدم هذه الأكياس لزراعة النباتات الصغيرة | أكياس وخيوط، شركة تاج الزراعية",200.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/e4437951-d28b-4bc8-87f4-73752a16580a-thumbnail-1000x1000-70.jpg","",1,"","Z.68552.17191402630459805",""
" سويل ايكو 1لتر","soileco من متجر تاج الزراعية منتج مميز يعزز خصوبة التربة ويحسن امتصاص العناصر الغذائية، مما يمنح نبا","soileco من متجر تاج الزراعية منتج مميز يعزز خصوبة التربة ويحسن امتصاص العناصر الغذائية، مما يمنح نباتاتك قوة ونموًا أفضل طوال فترة الزراعة - اشتريه الأن.",25.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/edf87def-4416-4964-9481-6ca2356a3a8a-thumbnail-1000x1000-70.jpg","",1,"","6285402348262",""
"كالسيوم بورون تراكر 1 لتر","سماد كالسيوم بورون من متجر تاج الزراعية يعزز صلابة الثمار ويقوي الجذور . تركيبة فعّالة لدعم نمو متوا","سماد كالسيوم بورون من متجر تاج الزراعية يعزز صلابة الثمار ويقوي الجذور . تركيبة فعّالة لدعم نمو متوازن وزيادة إنتاجية المحاصيل - اشتريه الأن.",51.75,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/083429f9-49c0-4bfb-8eeb-3b4198be3151-thumbnail-1000x1000-70.jpg","",1,"","6285402348279",""
"سيلا جرون تيرا  5لتر","silargon terra منتج مخصص لدعم نمو النبات وتحسين امتصاص العناصر الغذائية، يساعد على تقوية الجذور وزيا","silargon terra منتج مخصص لدعم نمو النبات وتحسين امتصاص العناصر الغذائية، يساعد على تقوية الجذور وزيادة الإنتاجية في المحاصيل المختلفة من متجر تاج الزراعية.",120.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/7d7cddc2-ab06-4ca3-8b10-4c52fc73e235-thumbnail-1000x1000-70.jpg","",1,"","6285402348286",""
"سيلا جرون تيرا  1لتر","سيلا جرون تيرا يُستخدم لتحفيز نمو النباتات وتحسين صحة التربة، ويُساهم في زيادة كفاءة التسميد وتحقيق ","سيلا جرون تيرا يُستخدم لتحفيز نمو النباتات وتحسين صحة التربة، ويُساهم في زيادة كفاءة التسميد وتحقيق نمو متوازن للمحاصيل من متجر تاج الزراعية.",45.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/9d2a2384-1bac-40da-b5dd-f1eb7ed2d5f9-thumbnail-1000x1000-70.jpg","",1,"","6285402349290",""
"شبك ظل عرض 1.5متر  الطول 50 متر تظليل 50%","شبك ظل عرض 1.5 تظليل 50%, خامات ممتازة وبجودة عالية تمتلك المقاومة العالية لحرارة الشمس، ويمنع دخول ","شبك ظل عرض 1.5 تظليل 50%, خامات ممتازة وبجودة عالية تمتلك المقاومة العالية لحرارة الشمس، ويمنع دخول الأشعة الفوق البنفسجية إلى النباتات، مقاوم للتمزق أو القرض من قبل الحيوانات القارضة",175.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/67ac884e-23d8-4620-9458-3913047bd612-thumbnail-1000x1000-70.jpg","",1,"","Z.68552.17169291154586842",""
"مبيد حشري فينتوكس 500 اي سي 1 لتر","فينتوكس مبيد حشري فسفوري على هيئة سائل مركز قابل للاستحلاب, يعمل بالملامسة وعن طريق المعدة يستخدم لم","فينتوكس مبيد حشري فسفوري على هيئة سائل مركز قابل للاستحلاب, يعمل بالملامسة وعن طريق المعدة يستخدم لمكافحة الذباب في اماكن تواجده وتكاثره.المادة الفعالة به فينتروثيون 50% وبحجم 1 لتر",95.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/fbbf4a26-0dc8-474d-8ca0-f51ff655226b-thumbnail-1000x1000-70.webp","",1,"","Z.68552.17164700223363125",""
"سايبرسل مبيد البعوض والصراصير 1 لتر","احصل الآن على مبيد البعوض والصراصير الأفضل والأقوى على الإطلاق من تاج الزراعية، وهو عبارة عن سائل يت","احصل الآن على مبيد البعوض والصراصير الأفضل والأقوى على الإطلاق من تاج الزراعية، وهو عبارة عن سائل يتم تخفيفه بنسب معينة، ويساعدك في التخلص الفوري والقضاء على الذباب والبعوض والآفات الزراعية",35.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/99448c12-8c92-42d7-91bd-73e1e874800a-thumbnail-1000x1000-70.webp","",1,"","6285402345674",""
"كبريتات امونيوم كريستال تاج 25كجم","كبريتات امونيوم مصدر فعال للنيتروجين والكبريت، تُستخدم لتحسين نمو النبات وتعزيز الاخضرار، وتناسب الع","كبريتات امونيوم مصدر فعال للنيتروجين والكبريت، تُستخدم لتحسين نمو النبات وتعزيز الاخضرار، وتناسب العديد من المحاصيل الزراعية من متجر تاج الزراعية.",63.25,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/567a31cb-cf30-451b-b85b-51b52ae9402d-thumbnail-1000x1000-70.jpg","",1,"","6285402346640",""
"كوسا يارا F1 هجين  1000 بذره","كوسة يارا بذور مختارة تساعد على إنتاج ثمار قوية ومتجانسة، مناسبة للزراعة المكشوفة والبيوت المحمية، و","كوسة يارا بذور مختارة تساعد على إنتاج ثمار قوية ومتجانسة، مناسبة للزراعة المكشوفة والبيوت المحمية، وتوفر محصولًا عالي الجودة من متجر تاج الزراعية.",143.75,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/3499662c-6b75-4da3-a46e-3526fa109e16-thumbnail-1000x1000-70.jpg","",1,"","6285402338560",""
" حبحب سوبر ستار F1 كريمسون 1000 بذرة","بذور حبحب كرمسون هجين سوبر ستار  كرمسون بيضاويباكت 1000 بذرةصنف كرمسون يمتاز بثمار جميلة الشكل بيضاو","بذور حبحب كرمسون هجين سوبر ستار  كرمسون بيضاويباكت 1000 بذرةصنف كرمسون يمتاز بثمار جميلة الشكل بيضاوي مطاول اوزان تصل الى 18 كيلو المذاق مقرمش سكر عالي احمر",195.50,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/37315c0d-a1d7-4aa4-96f1-fbb9abc202db-thumbnail-1000x1000-70.jpg","",1,"","6285402348200",""
" خيار نيزك F1 صيفي 500 بذرة","بذور خيار f1 هجين عالي الإنتاجية، يتميز بسرعة النمو وجودة الثمار ومقاومة الظروف المختلفة، خيار مثالي","بذور خيار f1 هجين عالي الإنتاجية، يتميز بسرعة النمو وجودة الثمار ومقاومة الظروف المختلفة، خيار مثالي للمزارعين من متجر تاج الزراعية.",287.50,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/47e593d1-ff30-4adb-8eeb-066c43bba292-thumbnail-1000x1000-70.jpg","",1,"","6285402348194",""
"طماطم جولينا هجين 5000 بذرة","بذرة الطماطم جولينا هجين عالية الإنتاج، تمنحك ثمار قوية ومتجانسة ومقاومة للأمراض، مناسبة للزراعة الت","بذرة الطماطم جولينا هجين عالية الإنتاج، تمنحك ثمار قوية ومتجانسة ومقاومة للأمراض، مناسبة للزراعة التجارية وتحقيق محصول وفير مع تاج الزراعية.",632.50,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/7db50169-3528-4d3d-8fe4-0143864bc229-thumbnail-1000x1000-70.jpg","",1,"","6285402348217",""
"مجموعة بذور الورقيات الكاملة","مجموعة واسعة من بذور الورقيات تتضمن مجموعة واسعة من انواع الخضار كالبقدونس والكزبرة والكرات والرجلة ","مجموعة واسعة من بذور الورقيات تتضمن مجموعة واسعة من انواع الخضار كالبقدونس والكزبرة والكرات والرجلة والسبانخ والشبت والجرجير والملوخية والسلق بسعر لا ينافس من شركة تاج الزراعية",200.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/fde6ade2-3e68-4f9f-8d34-2fdf9ed8d61f-thumbnail-1000x1000.png","",1,"","T.4.2024",""
"معلق 34-52-0","سماد معلق 34-52-0 يحتوي على نسبه عاليه من الفسفور والبوتاسيوم من تاج الزراعية يعطى لمد النبات بالكمي","سماد معلق 34-52-0 يحتوي على نسبه عاليه من الفسفور والبوتاسيوم من تاج الزراعية يعطى لمد النبات بالكمية الازمه من عنصري الفسفور والبوتاسيوم",184.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/6913d781-6c07-40c8-9890-5d8ae65e97d7-thumbnail-1000x1000-70.jpeg","",1,"","1100062",""
"شبك ظل 70% طول عرض 4 متر طول 50 متر","شبك ظل بيج عزل 70 عالي الجودة من تاج الزراعة، مثالي لتوفير الظل والعزل الحراري في الحدائق والمزارع ا","شبك ظل بيج عزل 70 عالي الجودة من تاج الزراعة، مثالي لتوفير الظل والعزل الحراري في الحدائق والمزارع اشترِ الآن | مستلزمات زراعية، شركة تاج الزراعية",520.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/d805d4c8-3088-4566-8164-c22f2cf65400-thumbnail-1000x1000-70.jpeg","",1,"","4200180",""
"طحالب بحرية ","طحالب بحرية من تاج الزراعية تستخلص من الاعشاب البحرية التى تحتوي على العناصر العديدةالازمة لمد النبا","طحالب بحرية من تاج الزراعية تستخلص من الاعشاب البحرية التى تحتوي على العناصر العديدةالازمة لمد النبات بالطاقة.",34.96,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/696eaae7-b71b-4fef-9290-bd9fccee44bb-thumbnail-1000x1000-70.jpeg","",1,"","1100017",""
"حديد ورقي 13%","يستخدم شيلات الحديد المخلبي عن طريق الرش الورقي لامداد النبات بعنصر الحديد، للمحافظة على نسبة العنصر","يستخدم شيلات الحديد المخلبي عن طريق الرش الورقي لامداد النبات بعنصر الحديد، للمحافظة على نسبة العنصر بالنبات وزيادة اخضراره,منتج عالي الجودة يأتي بعبوة 1 كيلو جرام",28.75,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/ed3138dc-35df-4ae7-b41e-5aeac0a133a1-thumbnail-1000x1000-70.jpeg","",1,"","1100021",""
"سبيشيال زنك 7.5 %  عبوة 1 لتر","سماد سايل سبيشيال زنك من تاج الزراعية 7.5% مخلب يستخدم لزيادة النمو وطلوع البراعم الجديده وزيادة اخض","سماد سايل سبيشيال زنك من تاج الزراعية 7.5% مخلب يستخدم لزيادة النمو وطلوع البراعم الجديده وزيادة اخضرار النبات وزيادة الازهار والاثمار",34.50,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/a2344a4a-275a-4826-a60f-5372554862f0-thumbnail-1000x1000-70.jpeg","",1,"","1100022",""
"احماض امينية حرة 25% + 7 % نيتروجين عبوة 5 لتر","احصل على الأحماض الأمينية الحرة 25-7 نيتروجين عبوة 5 لتر لتحسين نمو وجودة محاصيلك، استفد من خصائصها ","احصل على الأحماض الأمينية الحرة 25-7 نيتروجين عبوة 5 لتر لتحسين نمو وجودة محاصيلك، استفد من خصائصها الفعالة في الزراعة الحديثة | الأسمدة السائلة، شركة تاج الزراعية",138.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/ea1f9851-0756-461b-9211-6db1947f5ca5-thumbnail-1000x1000-70.jpeg","",1,"","1100004",""
"مرشة صيني 10لتر","مرشة مبيدات زراعية صيني سعة 10 لتر لري منتجاتك بكفاءة وسهولة، احصل على الحل المثالي للري والاستخدام ","مرشة مبيدات زراعية صيني سعة 10 لتر لري منتجاتك بكفاءة وسهولة، احصل على الحل المثالي للري والاستخدام المريح اطلبها الآن",51.75,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/6f57f356-c527-4d4b-8b08-c5b02d8c3ccb-thumbnail-1000x1000.png","",1,"","4100029",""
"مرشة صيني 20 لتر","أداة زراعية ممتازة تُستخدم لرش المحاصيل الزراعية والنباتات بالمبيدات الحشرية والأسمدة والمستحضرات ال","أداة زراعية ممتازة تُستخدم لرش المحاصيل الزراعية والنباتات بالمبيدات الحشرية والأسمدة والمستحضرات الزراعية الأخرى | مرشات زراعية، شركة تاج الزراعية",74.75,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/6c42f946-46c0-4f95-a3bf-d13877f09f75-thumbnail-1000x1000.png","",1,"","4100030",""
"سماد فيتامين إكسترا","سماد فيتامين إكسترا احصل على الجودة والفعالية مع مسماد زراعي سائل عضوي يحتوي علي أحماض أمينية حرة وع","سماد فيتامين إكسترا احصل على الجودة والفعالية مع مسماد زراعي سائل عضوي يحتوي علي أحماض أمينية حرة وعناصر غذائية | الأسمدة العضوية، شركة تاج الزراعية",50.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/4743d1b6-60db-4c16-8c7e-1c300e5922b1-thumbnail-1000x1000-70.jpg","",1,"","Z.68552.16604650079522088",""
